article_title_eng,article_eng,article_title_kor,article_kor
"Article 37 (Requests for Registration of Partition, etc.)","(1) When the competent cadastral authority adjusts a cadastral record pursuant to Article 36, it shall request the competent registry, without delay, to register partition, notifying the competent registry that the partition under this Act is made.(2) With regard to land, the area of which registered in the cadastral record is rectified pursuant to the latter part of Article 36 (1), the competent cadastral authority shall request the revised registration of the descriptions in the register before requesting the registration of partition under paragraph (1).(3) In cases falling under paragraph (1), if the land category of the land partitioned is inconsistent with the land category before partitioning, the registration of the change of the land category shall be requested, while the registration of merge shall be requested if parcels of land are merged pursuant to Article 14 (5).(4) When the competent cadastral authority requests the registration of partition, it shall describe the ground thereof in the written request and shall attach a certified copy of the land cadastre or the forest land cadastre and a certified copy of the finalized protocol of partition thereto.",제37조(분할등기 등의 촉탁),"① 지적소관청은 제36조에 따라 지적공부를 정리한 때에는 지체 없이 관할 등기소에 이 법에 따른 분할이 있었다는 취지를 통지하고 분할등기를 촉탁하여야 한다.② 지적소관청은 제36조제1항 후단에 따라 지적공부상의 면적을 정정한 토지에 대하여는 제1항에 따른 분할등기를 촉탁하기 전에 등기부상의 표시변경등기를 촉탁하여야 한다.③ 제1항의 경우 분할한 토지의 지목이 분할 전의 지목과 다른 때에는 지목변경의 등기를, 제14조제5항에 따라 합병을 한 경우에는 합병의 등기를 각각 촉탁하여야 한다.④ 지적소관청은 분할등기를 촉탁함에 있어서 촉탁서에 그 취지를 기재하고 토지대장등본 또는 임야대장등본과 확정된 분할조서등본을 첨부하여야 한다."
Article 38 (Special Provisions regarding Registration of Partition),"(1) Upon receipt of a request for the registration of partition under Article 37 (1), the registration officer shall use a separate registration form for each parcel of the land partitioned and shall describe the purpose of registration in the blank for descriptions in the registration form, stating that the registration is made upon receipt of a request for the registration of partition under Article 37 (1).(2) Registration of the ownership of, and other rights and interests in, the share of the co-owner who acquires a parcel of land by partition shall be transcribed from the registration form for the land before partitioning to the relevant section of the registration form separately used pursuant to paragraph (1), and then the fact that the co-owner acquires the ownership of the parcel of land by partition finalized under this Act shall be described in Section A of the form.(3) With respect to the land partitioned according to cadastral surveys conducted pursuant to Article 23 (2) and the proviso to Article 23 (4) or the main sentence of Article 25 (1) and the land partitioned separately for private roads, etc. pursuant to the main sentence of Article 24 (1), the registration of the ownership of, and other rights and interests in, the share of each co-owner who jointly acquires the land by partition shall be transcribed from the registration form for the land before partitioning to the relevant section of the registration form for the land, and then the co-owners under Article 26 (3) or (4) and the share of each of them shall be described in Section A of the form and the fact that the co-owners acquire the ownership of the land by partition finalized under this Act shall be described therein.(4) When the proceedings prescribed in paragraphs (1) through (3) are completed, the registration form used prior to partition shall be shredded.(5) Other necessary matters for the registration for partition under this Act shall be prescribed by the Supreme Court Regulations.",제38조(분할등기의 특례),"① 등기관은 제37조제1항에 따른 분할등기의 촉탁을 받은 때에는 분할한 토지마다 따로 등기용지를 사용하고 그 등기용지의 표시란에는 제37조제1항에 따른 분할등기의 촉탁으로 인하여 등기한 취지를 기재하여야 한다.② 제1항에 따라 따로 사용한 등기용지의 해당구 사항란에는 분할 전의 등기용지로부터 해당 토지를 분할취득한 공유자의 공유지분에 관한 소유권, 그 밖의 권리에 관한 등기를 옮겨 적은 다음 갑구 사항란에 그 공유자가 이 법에 따른 분할확정을 원인으로 해당 토지의 소유권을 취득한 취지를 기재하여야 한다.③ 제23조제2항ㆍ제4항 단서 및 제25조제1항 본문에 따라 측량ㆍ분할한 토지와 제24조제1항 본문에 따라 독립하여 사설도로등으로 분할한 토지의 등기용지의 해당구 사항란에는 분할 전의 등기용지로부터 해당 토지를 공동으로 분할취득한 공유자들의 각 공유지분에 관한 소유권, 그 밖의 권리에 관한 등기를 옮겨 적은 다음 갑구 사항란에 제26조제3항 또는 제4항에 따른 공유자와 그 지분을 표시하고, 이 법에 따른 분할확정을 원인으로 해당 토지의 소유권을 취득한 취지를 기재하여야 한다.④ 제1항부터 제3항까지의 절차를 완료한 때에는 분할 전의 등기용지를 폐쇄하여야 한다.⑤ 이 법에 따른 분할등기를 위하여 그 밖에 필요한 사항은 대법원규칙으로 정한다."
Article 39 (Notice of Completion of Registration of Partition),"When the registration officer completes the registration of partition, the competent cadastral authority shall notify each co-owner and interested party and other right holders (including persons holding an interest secured by attachment, provisional attachment, or provisional disposition) of the completion without delay.",제39조(분할등기완료의 통지),"지적소관청은 등기관이 분할등기를 완료한 때에는 지체 없이 각 공유자, 이해관계인, 그 밖의 권리자(압류ㆍ가압류ㆍ가처분의 권리자를 포함한다)에게 그 뜻을 통지하여야 한다."
CHAPTER VI SETTLEMENT,,제6장 청산,
Article 40 (Settlement),"(1) If the area of the land to be distributed to each co-owner by partition according to a final protocol of partition (including the area equivalent to the share under Article 26 (3) and (4)) does not coincide with the area equivalent to each co-owner's share in the relevant register, the relevant co-owners shall settle the difference according to the descriptions of the final protocol of partition.(2) With respect to settlement under paragraph (1), if an agreement on liquidation money between relevant co-owners, the settlement money shall be calculated in accordance with the agreement, or if such agreement has not been made, the settlement money shall be calculated in accordance with the guidelines prescribed by Presidential Decree.(3) The location of the land subject to settlement and the market price for the land in the neighborhood shall be taken into consideration in prescribing the guidelines under paragraph (2).",제40조(청산),"① 확정된 분할조서에 의하여 각 공유자가 분할받을 토지의 면적(제26조제3항 및 제4항에 따른 공유지분해당면적을 포함한다)과 등기부상의 각 공유지분해당면적이 일치하지 아니하는 경우 해당 공유자는 확정된 분할조서에 기재된 내용에 따라 청산을 하여야 한다.② 제1항에 따른 청산을 함에 있어서의 청산금액은 해당 공유자 간에 청산금에 관한 합의가 있는 경우에는 그 합의에 의하고, 합의가 없는 경우에는 대통령령으로 정하는 기준에 따라 산정한다.③ 제2항에 따라 청산금액의 기준을 정함에 있어서는 그 청산할 토지의 위치 및 인근 토지의 시가 등을 고려하여야 한다."
"Article 41 (Exclusion of State, etc. from Payment of Settlement Money, etc.)","(1) No settlement money shall be paid in any of the following cases, notwithstanding Article 40 (1):1. The settlement money for the portion of land found included in the portion of private roads, etc, out of the settlement money to which the State or a local government is entitled;2. The settlement money for the area found included in the portion of private roads, etc, out of the area equivalent to the share of a person specified in any item of Article 24 (3) 2 in the relevant register (a difference between the actually occupied area and the area equivalent to the person's share in cases falling under Article 24 (3) 2 (b)).(2) If any co-owner specified in any of subparagraphs of paragraph (1) exists, the total sum of the settlement money to which other co-owners, except such co-owner, are entitled shall be deemed the total sum of the co-owners' settlement money that shall be paid as the settlement money under this Act, and the settled amount to which each co-owner is entitled shall be based on the ratio of the area subject to the settlement.",제41조(국가 등에 대한 청산금지급의 제외 등),① 다음 각 호의 어느 하나에 해당하는 청산금은 제40조제1항에도 불구하고 이를 지급하지 아니한다.1. 국가 또는 지방자치단체가 받아야 할 청산금 중 사설도로등의 부분에 포함되어 있다고 인정되는 토지부분에 대한 청산금2. 제24조제3항제2호 각 목의 어느 하나에 해당하는 자의 등기부상의 공유지분해당면적(제24조제3항제2호나목의 경우에는 실제 점유면적과 공유지분해당면적과의 차이면적) 중 사설도로등의 부분에 포함되어 있다고 인정되는 면적에 대한 청산금② 제1항 각 호의 어느 하나에 해당하는 공유자가 있는 경우에는 이 법에 따른 청산금을 계산함에 있어서 이들 외에 청산금을 받아야 할 공유자들이 받을 청산금합계액을 이 법에 따라 청산금을 지급하여야 할 공유자들의 청산금합계액으로 보고 각 공유자가 받아야 할 청산금액은 그들이 청산할 면적비율에 의한다.
"Article 42 (Payment, etc. of Settlement Money)","(1) A person liable to pay settlement money under this Act shall pay it to the competent cadastral authority within three months from the date on which the relevant protocol of partition become final and conclusive, but if the settlement money exceeds ten million won, it may be paid in up to three installments within six months: Provided, That the foregoing shall not apply where the claim to the settlement money is subject to attachment, provisional attachment, or provisional disposition (including cases where such attachment, provisional attachment, or provisional disposition is enforceable to the relevant settlement money under Article 34 (3)).(2) If a person liable to pay settlement money and a person who is entitled to the settlement money are identified and they have agreed on the amount, the settlement money may be paid directly to the party entitled to it, notwithstanding paragraph (1). (3) Upon receipt of settlement money under the main sentence of paragraph (1), the competent cadastral authority shall distribute it to persons entitled to the payment without delay.(4) If a person liable to settlement money under the main sentence of paragraph (1) fails to pay it within the specified period, the competent cadastral authority may collect it in the same manner as delinquent local taxes are collected.",제42조(청산금의 납부 등),"① 이 법에 따른 청산금을 지급할 자는 분할조서의 확정일부터 3개월 이내에 지적소관청에 이를 납부하고, 청산금이 1천만원을 초과하는 때에는 6개월 이내에 3회에 한하여 분할납부를 할 수 있다. 다만, 청산금청구채권에 대한 압류ㆍ가압류ㆍ가처분(제34조제3항에 따라 해당 청산금에 효력이 미치는 경우를 포함한다)이 있는 경우에는 그러하지 아니하다.② 청산금을 지급할 자와 받을 자가 특정되어 있고 그 금액에 관하여 합의가 있는 경우에는 제1항에도 불구하고 그 상대방에게 이를 지급할 수 있다.③ 지적소관청은 제1항 본문에 따른 청산금을 납부받은 때에는 지체 없이 이를 받을 자에게 배분하여 지급하여야 한다.④ 지적소관청은 제1항 본문에 따라 청산금을 납부할 자가 그 기간 이내에 이를 납부하지 아니하는 경우에는 지방세 체납처분의 예에 따라 징수할 수 있다."
CHAPTER VII SUPPLEMENTARY PROVISIONS,,제7장 보칙,
Article 43 (Cost of Partition),"(1) The cost specified by Presidential Decree out of the cost incurred in a partition made under this Act shall be borne by each co-owner who acquires a parcel of co-owned land by partition.(2) Article 42 (4) shall apply mutatis mutandis to the collection of the cost of partition under paragraph (1).(3) Necessary matters regarding the specific scope of the cost of partition under paragraph (1), the procedure for collecting such cost, and the advance payment and refund of such cost shall be prescribed by Presidential Decree.",제43조(분할비용),"① 이 법에 따른 분할에 소요되는 비용 중 대통령령으로 정하는 비용은 공유토지를 분할취득하는 각 공유자의 부담으로 한다.② 제1항에 따른 분할비용의 징수에 관하여는 제42조제4항을 준용한다.③ 제1항에 따른 분할비용의 구체적인 범위와 그 징수절차, 비용의 예납과 환급 등에 필요한 사항은 대통령령으로 정한다."
"Article 44 (Exemption from Fees for Inspection of Registry, etc.)","If a public official of the competent cadastral authority requests the registry office to permit him/her to inspect the registry as necessary to partition co-owned land under this Act or to issue a certified copy or transcript of such register (including electronic information data of such register), the public official shall be exempted from fees therefor.",제44조(등기부열람 등 수수료의 면제),이 법에 따른 공유토지의 분할에 필요하여 지적소관청 공무원이 등기부의 열람 및 등기부등ㆍ초본(등기전산정보자료를 포함한다)의 교부를 신청하는 경우에는 그 수수료를 면제한다.
Article 45 (Jurisdiction),A single-judge court of the District Court having jurisdiction over the location of the relevant co-owned land shall have exclusive jurisdiction over lawsuits filed under this Act.,제45조(재판관할),이 법에 따른 소는 해당 공유토지의 소재지를 관할하는 지방법원 단독판사의 전속관할로 한다.
CHAPTER VIII PENALTY PROVISIONS,,제8장 벌칙,
Article 46 (Penalty Provisions),Any person who causes an error by fraud in an investigation or cadastral survey conducted on a parcel of land pursuant to Articles 22 through 25 shall be punished by imprisonment with labor for not more than two years or by a fine not exceeding 20 million won.,제46조(벌칙),속임수에 의하여 제22조부터 제25조까지의 규정에 따른 토지의 조사ㆍ측량에 착오를 발생하게 한 자는 2년 이하의 징역 또는 2천만원 이하의 벌금에 처한다.
Article 47 (Administrative Fines),"(1) Any person who, without good cause, interferes with an investigation or cadastral survey conducted on a parcel of land pursuant to Articles 22 through 25 shall be punished by an administrative fine not exceeding three million won.(2) Administrative fines under paragraph (1) shall be imposed and collected by the Minister of Land, Infrastructure and Transport, a Mayor/Do Governor, or the competent cadastral authority, as prescribed by Presidential Decree. <Amended by Act No. 11690, Mar. 23, 2013>",제47조(과태료),"① 정당한 사유 없이 제22조부터 제25조까지의 규정에 따른 토지의 조사ㆍ측량을 방해한 자에게는 300만원 이하의 과태료를 부과한다.② 제1항에 따른 과태료는 대통령령으로 정하는 바에 따라 국토교통부장관, 시ㆍ도지사 또는 지적소관청이 부과ㆍ징수한다. <개정 2013.3.23.>"
ADDENDA ,"Article 1 (Enforcement Date)This Act shall enter into force three months after the date of its promulgation.Article 2 (Effective Period)This Act shall be effective for eight years from the date this Act enters into force: Provided, That this Act shall apply, even after the lapse of the effective period, to the co-owned land for which an application for partition under this Act becomes final and conclusive within the period this Act remains effective and for which the a protocol of partitionis finalized under Article 33 within one year after the lapse of the period this Act remains effective. <Amended by Act No. 12634, May 21, 2014; Act No. 14710, Mar. 21, 2017>Article 3 (Transitional Measure concerning Penalty Provisions, etc.)This Act shall apply, even after the lapse of the period this Act remains effective, to a person who commits a crime specified in Article 46 or 47 during the period this Act remains effective.","부칙  <제11363호, 2012.2.22.>","제1조(시행일)이 법은 공포 후 3개월이 경과한 날부터 시행한다.제2조(유효기간)이 법은 시행일부터 8년간 효력을 가진다. 다만, 이 법의 유효기간 내에 이 법에 따른 분할신청을 한 공유토지로서 이 법의 유효기간 경과 후 1년 이내에 제33조에 따른 분할조서의 확정이 있는 토지에 대하여는 이 법의 유효기간 경과 후에도 이 법을 적용한다. <개정 2014.5.21, 2017.3.21>제3조(벌칙 등에 관한 경과조치)이 법 시행 중 제46조 또는 제47조의 죄를 범한 자에 대하여는 이 법의 유효기간 경과 후에도 이 법을 적용한다."
"ADDENDA <Act No. 11690, Mar. 23, 2013>",Article 1 (Enforcement Date)(1) This Act shall enter into force on the date of its promulgation.(2) Omitted. Articles 2 through 7 Omitted. ,"부칙  <제11690호, 2013.3.23.>",제1조(시행일)① 이 법은 공포한 날부터 시행한다. ② 생략제2조부터 제7조까지 생략
"ADDENDUM <Act No. 12634, May 21, 2014>",This Act shall enter into force on the date of its promulgation.,"부칙  <제12634호, 2014.5.21.>",이 법은 공포한 날부터 시행한다.
"ADDENDA <Act No. 12738, Jun. 3, 2014> ",Article 1 (Enforcement Date)This Act shall enter into force one year after the date of its promulgation. (Proviso Omitted.)Articles 2 and 3 Omitted. ,"부칙  <제12738호, 2014.6.3.>",제1조(시행일)이 법은 공포 후 1년이 경과한 날부터 시행한다. <단서 생략>제2조 및 제3조 생략
"ADDENDA <Act No. 13805, Jan. 19, 2016>","Article 1 (Enforcement Date)This Act shall enter into force on August 12, 2016.Articles 2 through 22 Omitted.","부칙  <제13805호, 2016.1.19.>",제1조(시행일)이 법은 2016년 8월 12일부터 시행한다.제2조부터 제22조까지 생략
"ADDENDUM <Act No. 14710, Mar. 21, 2017>",This Act shall enter into force on the date of its promulgation.,"부칙  <제14710호, 2017.3.21.>",이 법은 공포한 날부터 시행한다.
