article_title_eng,article_eng,article_title_kor,article_kor
Article 36 (Transfer from General Accounts or other Special Accounts),"(1) The Government shall transfer the amount equivalent to 20/1000 of the traffic, energy and environment tax under the Traffic, Energy and Environment Tax Act from general accounts to the Accounts every fiscal year.(2) The traffic, energy and environment tax under paragraph (1) shall be included in the revenues of the livelihood account. <Amended on Jan. 1, 2014; Mar. 20, 2018>(3) When the Government is unable to afford all expenses belonging to the Accounts with the revenues of the Accounts, it may cover all or part of such deficit by the fund transferred from general accounts or other special accounts.[This Article Wholly Amended on Apr. 22, 2009]",제36조(일반회계 또는 다른 특별회계로부터의 전입),"① 정부는 매 회계연도마다 「교통ㆍ에너지ㆍ환경세법」에 따른 교통ㆍ에너지ㆍ환경세의 1000분의 20에 해당하는 금액을 일반회계로부터 이 회계에 전입하여야 한다.② 제1항에 따른 교통ㆍ에너지ㆍ환경세액은 지역자율계정의 세입으로 한다. <개정 2014. 1. 7., 2018. 3. 20.>③ 정부는 회계의 수입으로 회계에 속하는 경비의 전부를 마련할 수 없는 경우에는 그 부족액의 전부 또는 일부를 일반회계나 다른 특별회계로부터의 전입금으로 충당할 수 있다.[전문개정 2009. 4. 22.]"
Article 36 (Transfer from General Accounts or other Special Accounts),"When the Government is unable to afford all expenses belonging to the Accounts with the revenues of the Accounts, it may cover all or part of such deficit by the fund transferred from general accounts or other special accounts.[This Article Wholly Amended on Jan. 30, 2009][Enforcement Date: Jan. 1, 2025] Article 36",제36조(일반회계 또는 다른 특별회계로부터의 전입),회계의 수입으로써 회계에 속하는 경비의 전부를 마련할 수 없는 경우에는 그 부족액의 전부 또는 일부를 일반회계나 다른 특별회계로부터의 전입금으로 충당할 수 있다.[전문개정 2009. 1. 30.][시행일 : 2022. 1. 1.] 제36조
Article 37 (Temporary Loans),"(1) When the Accounts are temporarily short of funds, the Government may borrow a temporary loan on their own account.(2) The principal and interest on temporary loans under paragraph (1) shall be repaid within the relevant fiscal year.[This Article Wholly Amended on Apr. 22, 2009]",제37조(일시차입금),① 회계는 자금이 일시적으로 부족한 때에는 회계의 부담으로 일시차입을 할 수 있다.② 제1항에 따른 일시차입금의 원리금은 해당 회계연도 내에 상환하여야 한다.[전문개정 2009. 4. 22.]
Article 38 (Special Cases concerning Budget Compilation Procedures),"(1) When preparing guidelines for formulating a budget Bill under Article 29 (1) of the National Finance Act, the Minister of Economy and Finance shall seek opinions from the heads of relevant central administrative agencies and heads of local governments to reflect the unique characteristics of the budget of the Accounts.(2) The head of each local government shall fill out a budget application of the following year's projects under Articles 34 (2), 35 (2) and 35-2 (2) and submit it to the head of a relevant central administrative agency and the Presidential Committee for Balanced National Development by no later than April 30 each year. <Amended on Jan. 1, 2014; Mar. 20, 2018>(3) The head of each central administrative agency shall submit to the Minister of Economy and Finance a budget request for the following year which has been prepared based on the budget application by a local government and the opinions of the Presidential Committee for Balanced National Development under paragraph (2) by no later than May 31 each year. <Amended on Jan. 1, 2014; Mar. 20, 2018>(4) The Presidential Committee for Balanced National Development may notify the Minister of Economy and Finance and the Minister of Science and ICT of its opinions on investment direction of the balanced national development policies and on the formulation of the budget for the Accounts in consideration of the results of assesment under Article 9, etc. by May 31 each year. <Amended on Jan. 1, 2014; Jan. 7, 2014; Mar. 20, 2018>(5) The Minister of Economy and Finance and the Minister of Science and ICT shall compile, coordinate and distribute the budget, in consideration of the opinions of the Presidential Committee for Balanced National Development under paragraph (4). <Newly Inserted on Mar. 20, 2018; Jun. 9, 2020>(6) The Presidential Committee for Balanced National Development may hear citizens' opinions, including experts and interested persons in relevant fields during deliberation of the Accounts, as prescribed by Presidential Decree. <Newly Inserted on Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제38조(예산편성절차상의 특례),"① 기획재정부장관은 「국가재정법」 제29조제1항에 따른 예산안편성지침을 작성할 때에는 회계 예산의 특수성이 반영될 수 있도록 관계 중앙행정기관의 장 및 지방자치단체의 장의 의견을 들어야 한다.② 지방자치단체의 장은 제34조제2항ㆍ제35조제2항 및 제35조의2제2항에 따른 사업에 대한 다음 연도의 예산신청서를 작성하여 매년 4월 30일까지 관계 중앙행정기관의 장 및 국가균형발전위원회에 제출하여야 한다. <개정 2014. 1. 1., 2018. 3. 20.>③ 중앙행정기관의 장은 대통령령으로 정하는 바에 따라 제2항에 따른 지방자치단체의 예산신청서 및 국가균형발전위원회의 의견을 기초로 작성한 다음 연도의 예산요구서를 매년 5월 31일까지 기획재정부장관에게 제출하여야 한다. <개정 2014. 1. 1., 2018. 3. 20.>④ 국가균형발전위원회는 국가균형발전시책의 투자방향에 관한 의견과 제9조에 따른 평가 결과 등을 고려하여 회계의 예산편성에 관한 의견을 매년 5월 31일까지 기획재정부장관 및 과학기술정보통신부장관에게 통보할 수 있다. <개정 2014. 1. 1., 2014. 1. 7., 2018. 3. 20.>⑤ 기획재정부장관 및 과학기술정보통신부장관은 제4항에 따른 국가균형발전위원회의 의견을 고려하여 예산을 편성 및 조정ㆍ배분하여야 한다. <개정 2018. 3. 20., 2020. 6. 9.>⑥ 국가균형발전위원회는 회계의 운용을 심의할 때 대통령령으로 정하는 바에 따라 해당 분야의 전문가, 이해관계인 등 국민의 의견을 들을 수 있다. <신설 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 39 (Differentiated Provision of Expenditure Budget),"(1) When compiling an expenditure budget for the Accounts, the Government may differentiate the size of support, rate of assistance, etc. for each local government by taking into account financial situation of the local government concerned and the results of assessment under Article 9, etc. in accordance with the criteria prescribed by Presidential Decree.(2) The Government shall first and foremost reflect the following projects in compilation of a budget and may differentiate the size of support, rate of assistance, etc. for each project:1. A project affecting the jurisdictions of no less than two local governments and jointly promoted by such local governments;2. A project for constructing no less than two facilities by combining them which is specified in Article 34 (2);3. A project for supporting growth promotion areas which is specified in Article 34 (2);4. Other projects as may be necessary for improving regional competitiveness and investment efficiency.(3) The Government may evaluate the achievements of local governments in the activation of regional economies, such as attraction of companies, etc., and provide them with financial support accordingly, as prescribed by Presidential Decree.[This Article Wholly Amended on Apr. 22, 2009]",제39조(세출예산의 차등 지원),"① 정부는 회계의 세출예산을 편성할 때 지방자치단체의 재정 상황 및 제9조에 따른 평가 결과 등을 고려하여 대통령령으로 정하는 기준에 따라 지방자치단체별로 지원규모ㆍ보조비율 등에 차등을 둘 수 있다.② 정부는 다음 각 호에 해당하는 사업에 대하여는 예산편성 시 우선 반영하고, 사업별로 지원규모ㆍ보조비율 등에 차등을 둘 수 있다.1. 둘 이상의 지방자치단체의 관할 구역에 효과가 미치는 사업을 해당 지방자치단체가 공동으로 추진하는 사업2. 제34조제2항의 사업 중 둘 이상의 시설을 복합화하여 건설하는 사업3. 제34조제2항의 사업 중 성장촉진지역에 대한 지원 사업4. 그 밖에 지역의 경쟁력과 투자의 효율성을 향상시키기 위하여 필요한 사업③ 정부는 대통령령으로 정하는 바에 따라 지방자치단체의 기업유치 등 지역경제 활성화의 성과를 평가하여 이에 따라 지방자치단체에 재정지원을 할 수 있다.[전문개정 2009. 4. 22.]"
Article 40 (Provision of Block Grant),"(1) When formulating an expenditure budget of the local autonomous account under Article 34 (2), the Government shall portion it out as a grant that can generally be used for each City/Do and Si/Gun/Gu (hereinafter referred to as ""block grant""), as prescribed by Presidential Decree. <Amended on Jan. 7, 2014; Mar. 20, 2018>(2) When the head of a relevant central administrative agency delivers a budget for a project for which a block grant has been portioned pursuant to paragraph (1), he or she shall not classify several specific details within the relevant project. <Amended on Jun. 9, 2020>[This Article Wholly Amended on Apr. 22, 2009]",제40조(포괄보조금의 지원),"① 정부는 제34조제2항에 따른 지역자율계정의 세출예산을 편성할 때 대통령령으로 정하는 바에 따라 각 시ㆍ도 및 시ㆍ군ㆍ구별로 세출예산의 용도를 포괄적으로 정한 보조금(이하 “포괄보조금”이라 한다)으로 편성하여 지원한다. <개정 2014. 1. 7., 2018. 3. 20.>② 제1항에 따라 정부가 포괄보조금으로 편성한 사업에 대하여 관계 중앙행정기관의 장이 예산을 교부할 때에는 해당 사업 내에 여러 개의 세부내역을 구분하여서는 아니 된다. <개정 2020. 6. 9.>[전문개정 2009. 4. 22.]"
Article 41 (Prohibition of Overlapped Application for Budget),"With respect to projects for which a budget request or application has been filed pursuant to Article 38 (2) or any other projects similar thereto, no head of any central administrative agency nor Mayor/Do Governor shall file a budget request or application in duplicate to the Minister of Economy and Finance or the heads of central administrative agencies: Provided, That the same shall not apply to cases prescribed by Presidential Decree where it is unavoidable to carry out national policies.[This Article Wholly Amended on Apr. 22, 2009]",제41조(예산의 중복신청 등의 금지),"중앙행정기관의 장 및 시ㆍ도지사는 제38조제2항에 따라 예산을 요구하거나 신청한 사업 또는 그와 유사한 사업에 대하여는 기획재정부장관 또는 중앙행정기관의 장에게 중복하여 예산을 요구하거나 신청하여서는 아니 된다. 다만, 국가시책을 수행하기 위한 부득이한 경우로서 대통령령으로 정하는 경우에는 그러하지 아니하다.[전문개정 2009. 4. 22.]"
Article 42 (Appropriation of Budget),"(1) Notwithstanding Article 46 of the National Finance Act, the head of a central administrative agency may, if necessary for the purpose of executing a budget or at the request of the head of a local government, appropriate a budget among items within the scope not exceeding the total amount of the expenditure budget of the Accounts for each relevant Ministry, as prescribed by Presidential Decree. <Amended on Jun. 9, 2020>(2) The head of a central administrative agency in receipt of a request by a local government pursuant to paragraph (1) shall comply with such request, unless it falls under any case prescribed by Presidential Decree.(3) When the head of a central administrative agency has appropriated a budget pursuant to paragraph (1), he or she shall send a detailed statement specifying the amounts of and causes for each item to the Minister of Economy and Finance and the Board of Audit and Inspection of Korea.[This Article Wholly Amended on Apr. 22, 2009]",제42조(예산의 전용),① 중앙행정기관의 장은 「국가재정법」 제46조에도 불구하고 예산집행을 위하여 필요한 경우 또는 지방자치단체의 장이 요청한 경우에는 대통령령으로 정하는 바에 따라 회계의 소관 부처별 세출예산의 총액 범위에서 각 과목 상호간에 전용(轉用)할 수 있다. <개정 2020. 6. 9.>② 중앙행정기관의 장은 제1항에 따라 지방자치단체의 장의 요청을 받았을 때에는 대통령령으로 정하는 경우에 해당하지 아니하면 이에 따라야 한다.③ 중앙행정기관의 장은 제1항에 따라 예산을 전용한 경우에는 과목별 금액 및 이유를 구체적으로 밝힌 명세서를 기획재정부장관과 감사원에 보내야 한다.[전문개정 2009. 4. 22.]
Article 43 (Carry-Over of Budget),"(1) Notwithstanding Article 48 (1) of the National Finance Act, the Accounts may carry over any expenditure budget that is not spent within the fiscal year concerned due to unavoidable reasons to the following fiscal year within the scope not exceeding the total amount of the expenditure budget of the Accounts for each relevant Ministry or for each local government, as prescribed by Presidential Decree: Provided, That it shall not be allowed to carry over such expenditure budget in excess of two fiscal years from the fiscal year concerned.(2) When carrying over an expenditure budget pursuant to paragraph (1), the head of a central administrative agency or the head of a local government shall do so as of December 31 of the fiscal year concerned and send a detailed statement of the carried-over budget to the head of a central administrative agency by January 15 of the following year for the head of a local government and to the Minister of Economy and Finance and the Board of Audit and Inspection of Korea by January 31 of the following year for the head of a central administrative agency.(3) When the Minister of Economy and Finance deems it necessary after taking into account the status of collection of revenues, results of execution of expenditure budgets of local governments, etc., he or she may take measures in advance to restrict the carry-over of an expenditure budget under paragraph (1).[This Article Wholly Amended on Apr. 22, 2009]",제43조(예산의 이월),"① 회계는 세출예산 중 부득이한 사유로 해당 회계연도 내에 지출하지 아니한 것은 「국가재정법」 제48조제1항에도 불구하고 대통령령으로 정하는 바에 따라 회계의 소관 부처별 또는 지방자치단체별 세출예산의 총액 범위에서 다음 연도에 이월(移越)하여 사용할 수 있다. 다만, 그 회계연도부터 2회계연도를 초과하여 이월할 수 없다.② 중앙행정기관의 장 또는 지방자치단체의 장은 제1항에 따라 세출예산을 이월하는 때에는 해당 연도 12월 31일 현재를 기준으로 하여 이월 사용하고, 이월명세서를 작성하여 지방자치단체의 장은 다음 연도 1월 15일까지 중앙행정기관의 장에게 보내고, 중앙행정기관의 장은 다음 연도 1월 31일까지 기획재정부장관과 감사원에 보내야 한다.③ 기획재정부장관은 세입징수 상황, 지방자치단체의 세출예산 집행 실적 등을 고려하여 필요하다고 인정하면 미리 제1항에 따른 세출예산의 이월 사용을 제한하기 위한 조치를 할 수 있다.[전문개정 2009. 4. 22.]"
Article 44 (Exclusion from Application of other Acts to Subsidies),"(1) Articles 18, 21, 26 and 28 through 30, 31, 31-2, 32 and 33-3 of the Subsidy Management Act shall not apply to subsidies for projects under Articles 34 (2), 35 (2) and 35-2 (2): Provided, That Articles 30, 31, 31-2, 32 and 33-3 of the Subsidy Management Act shall apply where a subsidized project operator uses subsidies in violation of statutes and regulations, or is granted subsidies by false application or other improper means, or fails to spend an expenditure budget carried over to the following year pursuant to Article 43 by the next fiscal year after such following year. <Amended on Jul. 25, 2011; Jan. 28, 2016>(2) The head of a local government shall appropriate the balance remaining after the execution of a project organized by the block grant under Article 40 for the projects organized by the block grant, and send a detailed statement that specifies the amounts and causes for each item to the heads of central administrative agencies. <Amended on Jan. 7, 2014>(3) The head of a local government may use the balance remaining after execution of the project organized by the subsidies other than the block grant under Article 40 for the projects the purpose of which is similar to the one of the relevant subsidization. In such cases, he or she shall send a detailed statement that specifies the amounts and causes for each item to the heads of the relevant central administrative agencies. <Newly Inserted on Jan. 7, 2014>(4) Notwithstanding paragraph (3), for the cases prescribed by Presidential Decree including the annual expenditure budget of the local support account under Article 35 (2), the annual expenditure budget of the Jeju Special Self-Governing Province account under Article 35-2 (2) and the annual expenditure budget of the Sejong Special Self-Governing City account under Article 35-3 (2), their remaining balance after execution of a relevant project shall not be used. <Newly Inserted on Jan. 7, 2014; Jan. 28, 2014; Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제44조(보조금에 대한 다른 법률의 적용배제),"① 제34조제2항ㆍ제35조제2항 및 제35조의2제2항의 사업에 대한 보조금에 대하여는 「보조금 관리에 관한 법률」 제18조ㆍ제21조ㆍ제26조 및 제28조부터 제30조까지, 제31조, 제31조의2, 제32조 및 제33조의3을 적용하지 아니한다. 다만, 보조사업자가 법령의 규정을 위반하여 보조금을 사용한 때, 허위의 신청이나 그 밖의 부정한 방법으로 보조금을 교부받은 때 또는 제43조에 따라 다음 연도로 이월한 세출예산을 다음 다음 회계연도까지 지출하지 아니한 때에는 「보조금 관리에 관한 법률」 제30조, 제31조, 제31조의2, 제32조 및 제33조의3의 규정을 적용한다. <개정 2011. 7. 25., 2016. 1. 28.>② 지방자치단체의 장은 제40조에 따른 포괄보조금으로 편성된 사업이 끝난 후 남은 집행잔액을 포괄보조금으로 편성된 사업에 사용하고, 과목별 금액 및 이유를 구체적으로 밝힌 명세서를 중앙행정기관의 장에게 보내야 한다. <개정 2014. 1. 7.>③ 지방자치단체의 장은 제40조에 따른 포괄보조금 외의 보조금으로 편성된 사업이 끝난 후 남은 집행잔액을 해당 보조사업의 목적과 유사한 사업에 사용할 수 있다. 이 경우 과목별 금액 및 이유를 구체적으로 밝힌 명세서를 중앙행정기관의 장에게 보내야 한다. <신설 2014. 1. 7.>④ 제3항에도 불구하고 제35조제2항에 따른 지역지원계정의 세출예산, 제35조의2제2항에 따른 제주특별자치도계정의 세출예산 및 제35조의3제2항에 따른 세종특별자치시계정의 세출예산 상호간의 경우 등 대통령령으로 정하는 경우에는 사업이 끝난 후 집행잔액을 사용할 수 없다. <신설 2014. 1. 7., 2014. 1. 28., 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 45 (Treatment of Surpluses),"Any surplus remaining after the settlement of the Accounts shall be appropriated as the revenues of the following year.[This Article Wholly Amended on Apr. 22, 2009]",제45조(잉여금의 처리),회계의 결산상 잉여금은 다음 연도의 세입에 이입(移入)한다.[전문개정 2009. 4. 22.]
Article 46 (Entrustment of Authority),"The head of a relevant central administrative agency may entrust part of his or her authority under Article 33 (3) to a public institution under Article 4 of the Act on the Management of Public Institutions prescribed by Presidential Decree, as prescribed by Presidential Decree.[This Article Wholly Amended on Apr. 22, 2009]",제46조(권한의 위탁),관계 중앙행정기관의 장은 제33조제3항에 따른 권한의 일부를 대통령령으로 정하는 바에 따라 「공공기관의 운영에 관한 법률」 제4조에 따른 공공기관으로서 대통령령으로 정하는 기관에 위탁할 수 있다.[전문개정 2009. 4. 22.]
Article 47 (Entrustment of Accounting Affairs),"(1) The head of a central administrative agency may entrust part of the administrative affairs under Articles 34 (2) 7 and 35 (2) 1 through 7 and 16 to a bank under the Banking Act or a corporation prescribed by Presidential Decree, as prescribed by Presidential Decree. <Amended on May 17, 2010>(2) When the head of a central administrative agency has entrusted administrative affairs pursuant to paragraph (1), he or she may pay handling fees and other necessary expenses as determined through consultations with the Minister of Economy and Finance.(3) When the head of a central administrative agency has entrusted administrative affairs pursuant to paragraph (1), he or she may appoint accounting personnel to carry out such affairs from among the executive officers and employees of the entrusted corporation.(4) The provisions of the Act on Liability of Accounting Personnel shall apply mutatis mutandis to accounting personnel appointed pursuant to paragraph (3).[This Article Wholly Amended on Apr. 22, 2009]",제47조(회계사무의 위탁),"① 중앙행정기관의 장은 제34조제2항제7호, 제35조제2항제1호부터 제7호까지 및 제16호에 따른 사무의 일부를 대통령령으로 정하는 바에 따라 「은행법」에 따른 은행 또는 대통령령으로 정하는 법인에 위탁할 수 있다. <개정 2010. 5. 17.>② 중앙행정기관의 장은 제1항에 따라 사무를 위탁한 경우에는 기획재정부장관과 협의하여 정한 바에 따라 취급수수료와 그 밖에 필요한 경비를 지급할 수 있다.③ 중앙행정기관의 장은 제1항에 따라 사무를 위탁한 경우에는 위탁받은 법인의 임직원 중에서 해당 사무를 수행할 회계관계직원을 임명할 수 있다.④ 「회계관계직원 등의 책임에 관한 법률」은 제3항에 따라 임명된 회계관계직원에 대하여 준용한다.[전문개정 2009. 4. 22.]"
Article 48 (Expansion of Financial Resources of Local Governments according to Change in Financial Resources for Regional Development Projects),"Where the State changes any project under Articles 34 (2), 35 (2) and 35-2 (2) which is subsidized by the expenditure budget of the Accounts into a project, the entire expenses of which are to be borne by a relevant local government, the State shall use liquor tax under the Liquor Tax Act equivalent to the amount of expenses subsidized by the Accounts for the purpose of expanding financial resources of the relevant local government.[This Article Wholly Amended on Apr. 22, 2009]",제48조(지역개발사업 등의 소요재원 변경에 따른 지방자치단체의 재원 확충),국가는 회계의 세출예산으로 지원하는 제34조제2항ㆍ제35조제2항 및 제35조의2제2항에 따른 사업을 지방자치단체가 소요경비의 전액을 부담하는 사업으로 변경하는 경우에는 회계에서 지원하는 경비에 상당하는 「주세법」에 따른 주세를 지방자치단체의 재원 확충에 활용하여야 한다.[전문개정 2009. 4. 22.]
"ADDENDA <Act No. 7061, Jan. 16, 2004>","Article 1 (Enforcement Date)This Act shall enter into force on April 1, 2004: Provided, That the provisions of Articles 30 through 48 and Articles 2 through 5 of the Addenda shall enter into force on January 1, 2005.Article 2 (Repealed Acts)The Act on the Special Account for Land Management and Balanced Regional Development shall be hereby repealed.Article 3 (Transitional Measures)(1) The previous provisions shall govern the revenues and expenditures, and budget of the fiscal year 2004 of the special accounts to be repealed in accordance with the enforcement of this Act.(2) The surplus remaining after the settlement of accounts of the fiscal year 2004 of the special accounts to be repealed in accordance with the enforcement of this Act shall be transferred to the revenues of the regional development project account of the special accounts for balanced national development.Article 4 (Succession of Property)The regional development project account of the special accounts for balanced national development under this Act shall succeed to the properties, receivables and obligations belonging to the special accounts for land management and balanced regional development under the former Act on the Special Account for Land Management and Balanced Regional Development.Article 5 Omitted.","부칙  <제7061호, 2004. 1. 16.>","제1조 (시행일)이 법은 2004년 4월 1일부터 시행한다. 다만, 제30조 내지 제48조 및 부칙 제2조 내지 제5조의 규정은 2005년 1월 1일부터 시행한다.제2조 (폐지법률)토지관리 및지역균형개발특별회계법은 이를 폐지한다.제3조 (경과조치)① 이 법의 시행으로 인하여 폐지되는 특별회계의 2004회계연도 세입ㆍ세출 및 결산에 관하여는 종전의 규정에 의한다.② 이 법의 시행으로 인하여 폐지되는 특별회계의 2004회계연도 결산상 잉여금은 2005년도 국가균형발전특별회계의 지역개발사업계정의 세입에 이입한다.제4조 (재산 등의 승계)종전의 토지관리 및지역균형개발특별회계법에 의한 토지관리 및지역균형개발특별회계에 속하는 재산 및 채권ㆍ채무는 이 법에 의한 국가균형발전특별회계의 지역개발사업계정이 이를 승계한다.제5조 생략"
"ADDENDA <Act No. 7848, Jan. 11, 2006>",Article 1 (Enforcement Date)This Act shall enter into force six months after the date of its promulgation.Articles 2 and 3 Omitted.,"부칙  <제7848호, 2006. 1. 11.>",제1조 (시행일)이 법은 공포 후 6월이 경과한 날부터 시행한다.제2조 및 제3조 생략
"ADDENDA <Act No. 8047, Oct. 4, 2006>","Article 1 (Enforcement Date)This Act shall enter into force on January 1, 2007.Article 2 Omitted.","부칙  <제8047호, 2006. 10. 4.>",제1조 (시행일)이 법은 2007년 1월 1일부터 시행한다.제2조 생략
"ADDENDA <Act No. 8050, Oct. 4, 2006>","Article 1 (Enforcement Date)This Act shall enter into force on January 1, 2007. (Proviso Omitted.)Articles 2 through 12 Omitted.","부칙  <제8050호, 2006. 10. 4.>",제1조 (시행일)이 법은 2007년 1월 1일부터 시행한다. <단서 생략>제2조 내지 제12조 생략
"ADDENDA <Act No. 8084, Dec. 26, 2006>","Article 1 (Enforcement Date)This Act shall enter into force on January 1, 2007Articles 2 through 4 Omitted.","부칙  <제8084호, 2006. 12. 26.>",제1조 (시행일)이 법은 2007년 1월 1일부터 시행한다.제2조부터 제4조까지 생략
"ADDENDUM <Act No. 8160, Dec. 30, 2006>","This Act shall enter into force on January 1, 2007.","부칙  <제8160호, 2006. 12. 30.>",이 법은 2007년 1월 1일부터 시행한다.
"ADDENDA <Act No. 8423, May 11, 2007>",Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation. (Proviso Omitted.)Articles 2 through 13 Omitted.,"부칙  <제8423호, 2007. 5. 11.>",제1조 (시행일)이 법은 공포한 날부터 시행한다. <단서 생략>제2조부터 제13조까지 생략
"ADDENDA <Act No. 8852, Feb. 29, 2008>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That the amended provisions the Acts that were promulgated before this Act enters into force, and the enforcement date of which has not yet arrived, among the Acts amended pursuant to Article 6 of the Addenda, shall enter into force on the enforcement date of the relevant Acts.Articles 2 through 7 Omitted.","부칙  <제8852호, 2008. 2. 29.>","제1조(시행일)이 법은 공포한 날부터 시행한다. 다만, … <생략> …, 부칙 제6조에 따라 개정되는 법률 중 이 법의 시행 전에 공포되었으나 시행일이 도래하지 아니한 법률을 개정한 부분은 각각 해당 법률의 시행일부터 시행한다.제2조부터 제7조까지 생략"
"ADDENDA <Act No. 8975, Mar. 21, 2008>",Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation. (Proviso Omitted.)Articles 2 through 9 Omitted.,"부칙  <제8975호, 2008. 3. 21.>",제1조(시행일)이 법은 공포한 날부터 시행한다. <단서 생략>제2조부터 제9조까지 생략
"ADDENDA <Act No. 9051, Mar. 28, 2008>",Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation.Articles 2 through 4 Omitted.,"부칙  <제9051호, 2008. 3. 28.>",제1조 (시행일)이 법은 공포한 날부터 시행한다.제2조부터 제4조까지 생략
"ADDENDA <Act No. 9629, Apr. 22, 2009>","Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation: Provided, That Article 6 (8) of the Addenda shall enter into force on May 1, 2009; Article 6 (9) of the Addenda on August 7, 2009; and the amended provisions of Articles 30 through 35, 35-2, 43, 44, 46, 47 and 48 and Articles 6 (1), (2), (4), (6), (10), (14) and (15) of the Addenda on January 1, 2010.Article 2 (Transitional Measures concerning Special Accounts for Balanced National Development)(1) The revenues and expenditures and budget of the fiscal year 2009 of the special accounts for balanced national development under the former provisions as at the time this Act enters into force shall be governed by the former provisions.(2) The surplus remaining after the settlement of the regional development project account, regional innovation project account and the Jeju Special Self-Governing Province account of the special accounts for balanced national development for the fiscal year 2009 under the former provisions as at the time this Act enters into force shall be appropriated as the revenues of the regional development account, economic region development account and the Jeju Special Self-Governing Province account of the special accounts for regional development under this Act, respectively: Provided, That the surplus remaining after the settlement of the said accounts, which is related to the charges for preservation of development-restricted areas under Article 26 (1) of the Act on Special Measures for Designation and Management of Development Restriction Zones and metropolitan traffic facility charges under Article 11-6 (1) of the Special Act on the Management of Intercity Transport in Metropolitan Areas shall be appropriated as the revenues of the economic region development account of the special accounts on regional development for the year 2010.Article 3 (Succession of Property)The economic region development account of the regional development special account under this Act shall succeed to the properties, receivables and obligations belonging to the regional development project account of the special accounts on balanced national development under the former Special Act on Balanced National Development at the time this Act enters into force.Article 4 (Transitional Measures following Establishment of Presidential Committee on Regional Development)(1) The Presidential Committee for Balanced National Development, Executive Office of Presidential Committee for Balanced National Development, Office of Presidential Committee for Balanced National Development Affairs, and Balanced National Development Team established under the former provisions at the time this Act enters into force shall be deemed the Presidential Committee on Regional Development, Executive Office of Presidential Committee on Regional Development, Office of Presidential Committee on Regional Development Affairs, and Regional Development Team established under this Act, respectively.(2) Members of the former Presidential Committee for Balanced National Development at the time this Act enters into force shall be deemed to have been appointed or commissioned pursuant to the amended provisions of Article 23 (2) and (3). In such cases, the term of office of such members shall be the remaining term of the former office.Article 5 (Transitional Measures for Public Officials, Executive Officers and Employees Dispatched to Presidential Committee for Balanced National Development)Any public official, executive officer or employee dispatched to the Presidential Committee for Balanced National Development from the State, local governments, corporations or other organizations pursuant to the former provisions at the time this Act enters into force shall be deemed a public official, executive officer or employee dispatched to the Presidential Committee on Regional Development pursuant to the amended provisions of Article 25 (1).Article 6 Omitted.Article 7 (Relationship to other Acts)Where other statutes and regulations cited the former Special Act on Balanced National Development or the provisions thereof at the time when this Act enters into force, if provisions corresponding thereto exist in this Act, they shall be deemed to have cited this Act or the corresponding provisions of this Act in lieu of the former provisions.",,
"ADDENDA <Act No. 9932, Jan. 18, 2010>",Article 1 (Enforcement Date)This Act shall enter into force two months after the date of its promulgation. (Proviso omitted.)Articles 2 through 5 Omitted.,,
"ADDENDA <Act No. 10303, May 17, 2010>",Article 1 (Enforcement Date)This Act shall enter into force six months after the date of its promulgation. (Proviso Omitted.)Articles 2 through 10 Omitted.,,
"ADDENDA <Act No. 10386, Jul. 23, 2010>",Article 1 (Enforcement Date)This Act shall enter into force six months after the date of its promulgation.Articles 2 through 8 Omitted.,,
"ADDENDA <Act No. 10653, May 19, 2011>",Article 1 (Enforcement Date)This Act shall enter into force one month after the date of its promulgation.Articles 2 through 11 Omitted.,,
"ADDENDA <Act No. 10898, Jul. 25, 2011>",Article 1 (Enforcement Date)This Act shall enter into force three months after the date of its promulgation.Articles 2 through 5 Omitted.,,
"ADDENDA <Act No. 11433, May 23, 2012>",Article 1 (Enforcement Date)This Act shall enter into force one year after the date of its promulgation.Article 2 Omitted.,,
"ADDENDA <Act No. 11530, Dec. 11, 2012>",Article 1 (Enforcement Date)This Act shall enter into force one year after the date of its promulgation. (Proviso Omitted.)Articles 2 through 7 Omitted.,,
"ADDENDA <Act No. 11690, Mar. 23, 2013>",Article 1 (Enforcement Date)(1) This Act shall enter into force on the date of its promulgation.(2) Omitted.Articles 2 through 7 Omitted.,,
"ADDENDA <Act No. 12161, Jan. 1, 2014>",Article 1 (Enforcement Date)This Act shall enter into force on the date of its promulgation. (Proviso Omitted.)Articles 2 through 6 Omitted.,,
